PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	C1	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	WC	UT	PM
J	Severin, Tatiana; Sauret, Caroline; Boutrif, Mehdi; Duhaut, Thomas; Kessouri, Faycal; Oriol, Louise; Caparros, Jocelyne; Pujo-Pay, Mireille; de Madron, Xavier Durrieu; Garel, Marc; Tamburini, Christian; Conan, Pascal; Ghiglione, Jean-Francois								Impact of an intense water column mixing (0-1500 m) on prokaryotic diversity and activities during an open-ocean convection event in the NW Mediterranean Sea								ENVIRONMENTAL MICROBIOLOGY				18	12			4378	4390		10.1111/1462-2920.13324			DEC 2016	2016	Open-ocean convection is a fundamental process for thermohaline circulation and biogeochemical cycles that causes spectacular mixing of the water column. Here, we tested how much the depth-stratified prokaryotic communities were influenced by such an event, and also by the following re-stratification. The deep convection event (0-1500 m) that occurred in winter 2010-2011 in the NW Mediterranean Sea resulted in a homogenization of the prokaryotic communities over the entire convective cell, resulting in the predominance of typical surface Bacteria, such as Oceanospirillale and Flavobacteriales. Statistical analysis together with numerical simulation of verti-cal homogenization evidenced that physical turbulence only was not enough to explain the new distribution of the communities, but acted in synergy with other parameters such as exported particulate and dissolved organic matters. The convection also stimulated prokaryotic abundance (121%) and heterotrophic production (143%) over the 0-1500 m convective cell, and resulted in a decline of cell-specific extracellular enzymatic activities (267%), thus suggesting an intensification of the labile organic matter turnover during the event. The rapid re-stratification of the prokaryotic diversity and activities in the intermediate layer 5 days after the intense mixing indicated a marked resilience of the communities, apart from the residual deep mixed water patch.		[Severin, Tatiana; Sauret, Caroline; Oriol, Louise; Caparros, Jocelyne; Pujo-Pay, Mireille; Conan, Pascal; Ghiglione, Jean-Francois] UPMC Univ Paris 06, Sorbonne Univ, UMR 7621, Lab Oceanog Microbienne,Observ Oceanol, F-66650 Banyuls Sur Mer, France; [Severin, Tatiana; Sauret, Caroline; Oriol, Louise; Caparros, Jocelyne; Pujo-Pay, Mireille; Conan, Pascal; Ghiglione, Jean-Francois] CNRS, Observ Oceanol, UMR 7621, Lab Oceanog Microbienne, F-66650 Banyuls Sur Mer, France; [Boutrif, Mehdi; Garel, Marc; Tamburini, Christian] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,MIO UM 110, F-13288 Marseille, France; [Boutrif, Mehdi; Garel, Marc; Tamburini, Christian] Univ Sud Toulon Var, MIO, CNRS, INSU,IRD,UM 110, F-83957 La Garde, France; [Duhaut, Thomas; Kessouri, Faycal] Univ Toulouse, LA, CNRS, 14 Ave Edouard Belin, F-31400 Toulouse, France; [de Madron, Xavier Durrieu] CNRS, UPVD, UMR 5110, CEFREM, F-66860 Perpignan, France; [Ghiglione, Jean-Francois] UPMC Univ Paris 06, Sorbonne Univ, UMR 7621, Lab Oceanog Microbienne,Observ Oceanol, F-66650 Banyuls Sur Mer, France; [Ghiglione, Jean-Francois] CNRS, Observ Oceanol, UMR 7621, Lab Oceanog Microbienne, F-66650 Banyuls Sur Mer, France								14							Microbiology	WOS:000392946900007		
J	Rascle, Nicolas; Nouguier, Frederic; Chapron, Bertrand; Mouche, Alexis; Ponte, Aurelien								Surface Roughness Changes by Finescale Current Gradients: Properties at Multiple Azimuth View Angles								JOURNAL OF PHYSICAL OCEANOGRAPHY				46	12			3681	3694		10.1175/JPO-D-15-0141.1			DEC 2016	2016	At times, high-resolution images of sea surface roughness can provide stunning details of submesoscale upper-ocean dynamics. As interpreted, transformations of short-scale wind waves by horizontal current gradients are responsible for those spectacular observations. Those observations could prove particularly useful to validate numerical ocean models that reach increasingly high resolutions. Focusing on surface roughness at optical wavelengths, two steps have recently been performed in that direction. First, it was shown in a previous paper by Rascle et al. that surface roughness variations not only trace surface current divergence but also other characteristics of the current gradient tensor, mainly the strain in the wind direction. The wind direction with respect to the current gradient thus stands out as an important interpretative parameter. The second step is the purpose of the present paper, where the effect of the viewing direction is investigated. To this end, the authors discuss pairs of quasi-simultaneous sun-glitter images, taken from different satellite positions, to provide different viewing configurations, namely, quasi-orthogonal azimuth angles at similar zenith angles. As evidenced, upwind and crosswind viewing observations can be markedly different. As further confirmed with idealized numerical simulations, this anisotropy well traces anisotropic surface current areas, while more isotropic contrasts likely trace areas dominated by surface divergence conditions. These findings suggest the potential to directly separate divergence from other deformations by using high resolution roughness observations at multiple azimuth view angles.		[Rascle, Nicolas] IFREMER, Lab Oceanog Spatiale, F-29280 Plouzane, France; [Nouguier, Frederic] Univ Toulon & Var, Mediterranean Inst Oceanog, CNRS, INSU,IRD,UM 110, La Garde, France; [Chapron, Bertrand; Mouche, Alexis; Ponte, Aurelien] IFREMER, Lab Phys Oceans, F-29280 Plouzane, France; [Rascle, Nicolas] IFREMER, Lab Oceanog Spatiale, F-29280 Plouzane, France								10							Oceanography	WOS:000391349300011		
J	Benigni, P.; Mikaelian, G.; Pothin, R.; Berche, A.; Ayral, R. M.; Tedenac, J. C.; Jund, P.; Rogez, J.								Measurement of the heat capacity of ZnSb by DSC between 300 and 673 K								CALPHAD-COMPUTER COUPLING OF PHASE DIAGRAMS AND THERMOCHEMISTRY				55				238	242		10.1016/j.calphad.2016.09.008			DEC 2016	2016	The heat capacity of the thermoelectric ZnSb compound is measured by DSC (Differential Scanning Calorimetry) using the small temperature steps method in the [300-673 K] range. The sample is prepared by direct melting and compacted by Spark Plasma Sintering. The results match with previous data relative to similar polycrystalline samples. The Neumann-Kopp rule is obeyed considering the experimental margin of error. As for pure Zn and Sb, a significant departure from the Dulong-Petit limit is observed.		[Benigni, P.; Mikaelian, G.; Rogez, J.] Univ Toulon & Var, Aix Marseille Univ, IM2NP, UMR CNRS 7334, F-13397 Marseille, France; [Pothin, R.; Berche, A.; Ayral, R. M.; Tedenac, J. C.; Jund, P.] Univ Montpellier, ICGM, UMR CNRS 5253, F-34095 Montpellier, France; [Tedenac, J. C.] ITMO Univ, Dept Elect & Elect Engn, Lomonosova Ul 9, St Petersburg 191002, Russia; [Berche, A.] Univ Montpellier, ICGM, UMR CNRS 5253, F-34095 Montpellier, France								6							Thermodynamics; Chemistry, Physical; Materials Science, Multidisciplinary; Metallurgy & Metallurgical Engineering	WOS:000390726200014		
J	Estournel, Claude; Testor, Pierre; Taupier-Letage, Isabelle; Bouin, Marie-Noelle; Coppola, Laurent; Durand, Pierre; Conan, Pascal; Bosse, Anthony; Brilouet, Pierre-Etienne; Beguery, Laurent; Belamari, Sophie; Beranger, Karine; Beuvier, Jonathan; Bourras, Denis; Canut, Guylaine; Doerenbecher, Alexis; de Madron, Xavier Durrieu; D'Ortenzio, Fabrizio; Drobinski, Philippe; Ducrocq, Veronique; Fourrie, Nadia; Giordani, Herve; Houpert, Loic; Labatut, Laurent; Brossier, Cindy Lebeaupin; Nuret, Mathieu; Prieur, Louis; Roussot, Odile; Seyfried, Leo; Somot, Samuel								HyMeX-SOP2 The Field Campaign Dedicated to Dense Water Formation in the Northwestern Mediterranean								OCEANOGRAPHY				29	4			196	206		10.5670/oceanog.2016.94			DEC 2016	2016	The HYdrological cycle in the Mediterranean Experiment (HyMeX) Special Observing Period 2 (SOP2, January 27-March 15, 2013) was dedicated to the study of dense water formation in the Gulf of Lion in the northwestern Mediterranean. This paper outlines the deep convection of winter 2012-2013 and the meteorological conditions that produced it. Alternating phases of mixing and restratification are related to periods of high and low heat losses, respectively. High-resolution, realistic, three-dimensional models are essential for assessing the intricacy of buoyancy fluxes, horizontal advection, and convective processes. At the submesoscale, vertical velocities resulting from symmetric instabilities of the density front bounding the convection zone are crucial for ventilating the deep ocean. Finally, concomitant atmospheric and oceanic data extracted from the comprehensive SOP2 data set highlight the rapid, coupled evolution of oceanic and atmospheric boundary layer characteristics during a strong wind event.		[Estournel, Claude] Univ Toulouse, Rech, Toulouse, France; [Estournel, Claude] CNRS, Lab Aerol, Toulouse, France; [Testor, Pierre] CNRS, Rech, Paris, France; [Testor, Pierre] IRD, Paris, France; [Testor, Pierre] UPMC Univ Paris 06, Paris, France; [Testor, Pierre] LOCEAN, MNHN, Paris, France; [Taupier-Letage, Isabelle] Aix Marseille Univ, Rech, Marseille, France; [Taupier-Letage, Isabelle] CNRS, Marseille, France; [Taupier-Letage, Isabelle] Univ Toulon & Var, Marseille, France; [Taupier-Letage, Isabelle] MIO, IRD, Marseille, France; [Bouin, Marie-Noelle] Meteo France, CNRM CMM, Brest, France; [Bouin, Marie-Noelle; Belamari, Sophie] CNRS, Toulouse, France; [Coppola, Laurent] Sorbonne Univ, Villefranche Sur Mer, France; [Coppola, Laurent; Prieur, Louis] UPMC Univ Paris 06, Villefranche Sur Mer, France; [Coppola, Laurent; Prieur, Louis] LOV, CNRS, Villefranche Sur Mer, France; [Durand, Pierre] Univ Toulouse, Rech, Toulouse, France; [Durand, Pierre] CNRS, Lab Aerol, Toulouse, France; [Conan, Pascal] Sorbonne Univ, Conferences, Banyuls Sur Mer, France; [Conan, Pascal] UPMC Univ Paris, Banyuls Sur Mer, France; [Conan, Pascal] LOMIC, CNRS, Banyuls Sur Mer, France; [Bosse, Anthony] CNRS, Paris, France; [Bosse, Anthony] IRD, Paris, France; [Bosse, Anthony] UPMC Univ Paris, Paris, France; [Bosse, Anthony] LOCEAN, MNHN, Paris, France; [Brilouet, Pierre-Etienne; Seyfried, Leo] Univ Toulouse, Toulouse, France; [Brilouet, Pierre-Etienne; Seyfried, Leo] CNRS, Lab Aerol, Toulouse, France; [Brilouet, Pierre-Etienne; Belamari, Sophie; Canut, Guylaine; Doerenbecher, Alexis; Ducrocq, Veronique; Fourrie, Nadia; Labatut, Laurent; Brossier, Cindy Lebeaupin; Roussot, Odile; Somot, Samuel] Meteo France, CNRM, UMR3589, Toulouse, France; [Beguery, Laurent] INSU Div Tech, La Seyne Sur Mer, France; [Beguery, Laurent] ACSA, Meyreuil, France; [Beranger, Karine] CNRS, Conferences, Palaiseau, France; [Beranger, Karine; Drobinski, Philippe] ENS, Palaiseau, France; [Beranger, Karine; Drobinski, Philippe] Ecole Polytech, Palaiseau, France; [Beranger, Karine; Drobinski, Philippe] UPMC, LMD, Palaiseau, France; [Beuvier, Jonathan] MERCATOR OCEAN, Ramonville St Agnes, France; [Bourras, Denis] Univ Versailles St Quentin En Yvelines, Guyancourt, France; [Bourras, Denis] UPMC Univ Paris 06, Sorbonne Univ, Guyancourt, France; [Bourras, Denis] LATMOS IPSL, CNRS, Guyancourt, France; [Bourras, Denis] Aix Marseille Univ, Marseille, France; [Bourras, Denis] CNRS, Marseille, France; [Bourras, Denis] Univ Toulon & Var, Marseille, France; [Bourras, Denis] MIO, IRD, Marseille, France; [Canut, Guylaine; Doerenbecher, Alexis; Ducrocq, Veronique; Fourrie, Nadia; Labatut, Laurent; Brossier, Cindy Lebeaupin; Roussot, Odile; Somot, Samuel] CNRS, Toulouse, France; [de Madron, Xavier Durrieu] Univ Perpignan, Rech, Perpignan, France; [de Madron, Xavier Durrieu] CNRS, Perpignan, France; [D'Ortenzio, Fabrizio; Prieur, Louis] Sorbonne Univ, Rech, Villefranche Sur Mer, France; [D'Ortenzio, Fabrizio] UPMC Univ Paris 06, Villefranche Sur Mer, France; [D'Ortenzio, Fabrizio] LOV, CNRS, Villefranche Sur Mer, France; [Drobinski, Philippe] CNRS, Rech, Palaiseau, France; [Houpert, Loic] Scottish Assoc Marine Sci, Scottish Marine Inst, Oban, Argyll, Scotland; [Estournel, Claude] Univ Toulouse, Rech, Toulouse, France; [Estournel, Claude] CNRS, Lab Aerol, Toulouse, France								23							Oceanography	WOS:000390560400022		
J	Molin, Bernard; Remy, Fabien; Arnaud, Gwendoline; Rey, Vincent; Touboul, Julien; Sous, Damien								On the dispersion equation for linear waves traveling through or over dense arrays of vertical cylinders								APPLIED OCEAN RESEARCH				61				148	155		10.1016/j.apor.2016.10.001			DEC 2016	2016	Sloshing tests are performed on a rectangular tank filled with bottom-mounted vertical cylinders. The cylinders, in regular staggered arrangements, are first emergent then shortened to be fully submerged. Different porosities are achieved by varying the number of cylinders. The tank undergoes forced horizontal motion at frequencies around the natural frequency of the first sloshing mode. The free surface elevation and the hydrodynamic loads are measured. When resonance is attained, it means that the wavelength is exactly twice the length of the tank and that this wavelength and the sloshing frequency are related by a specific dispersion equation. From literature several theoretical dispersion equations are proposed in the emergent and submerged cases. New dispersion equations are offered based on the cylinder cluster being considered as an anisotropic porous medium. The latter ones provide the best agreement with the experimental results. (C) 2016 Elsevier Ltd. All rights reserved.		[Molin, Bernard; Remy, Fabien] Aix Marseille Univ, CNRS, Cent Marseille, IRPHE, Marseille, France; [Arnaud, Gwendoline; Rey, Vincent; Touboul, Julien; Sous, Damien] Aix Marseille Univ, Univ Toulon, IRD, CNRS,MIO, Toulon, France; [Arnaud, Gwendoline; Rey, Vincent; Touboul, Julien; Sous, Damien] Univ Toulon & Var, Aix Marseille Univ, CNRS, IRD,MIO, Marseille, France; [Molin, Bernard] Aix Marseille Univ, CNRS, Cent Marseille, IRPHE, Marseille, France								7							Engineering, Ocean; Oceanography	WOS:000390075900011		
J	Reymond, David; Quoniam, Luc								A new patent processing suite for academic and research purposes								WORLD PATENT INFORMATION				47				40	50		10.1016/j.wpi.2016.10.001			DEC 2016	2016	Patent databases are a counterpart of a technical encyclopedia providing a valuable informational source from patent documents. Patents apply to a wide variety of uses, and this is expanding. The increasing kinds of users of patent documents result in a lack of educational programs regarding this matter. This paper describes Patent2Net (P2N) a patentinformatic suite whose purpose is to fill the lack in the academic world (education and research) of a tool to use with students (STEM, Masters, PhD), by valuation services and for defining corpuses for research in general patent analysis, specifically on textual content. P2N is a free open-source modular, scalable, customizable and derivable tool, written in the python language. We present here the main functions of the tool and the technical aspects after discussing the skills to be reached by students for state of the art patent analysis. (C) 2016 Elsevier Ltd. All rights reserved.		[Reymond, David] Univ Toulon & Var, I3M, EA 3820, F-83957 La Garde, France; [Quoniam, Luc] Aix Marseille Univ, IRSIC, EA 4262, 21 Rue Virgile Marron, F-13392 Marseille 05, France; [Reymond, David] Univ Toulon & Var, EA 3820, I3M, F-83957 La Garde, France								11							Information Science & Library Science	WOS:000390060000007		
J	Gruet, Mathieu; Peyre-Tartaruga, Leonardo Alexandre; Mely, Laurent; Vallier, Jean-Marc								The 1-Minute Sit-to-Stand Test in Adults With Cystic Fibrosis: Correlations With Cardiopulmonary Exercise Test, 6-Minute Walk Test, and Quadriceps Strength								RESPIRATORY CARE				61	12			1620	1628		10.4187/respcare.04821			DEC 2016	2016	BACKGROUND: Exercise testing is part of the regular assessment of patients with cystic fibrosis (CF). We aimed to evaluate (1) the convergent validity of the 1-min sit-to-stand (STS) test in CF by investigating its relationships with peak oxygen uptake (peak V-O2), quadriceps strength, and quality of life and (2) to compare these associations with those of the 6-min walk test (6MWT). METHODS: Twenty-five adults with CF (FEV1 = 59 +/- 24%) performed the STS test, the 6MWT, quadriceps strength assessment, and cardiopulmonary exercise test (CPET). Physical activity level, quality of life, and self-esteem were assessed by questionnaires. RESULTS: STS repetitions, 6-min walk distance, quadriceps strength, and peak V-o2 were, respectively, 71 12,0 10, 93 29, and 62 +/- 16% of predicted. The STS test had moderate associations with peak V-o2 (r = 0.56, P =.004), quadriceps strength (r = 0.52, P =.008), and some questionnaire items (eg, perceived physical strength, r = 0.67, P <.001) only when repetitions were expressed as a product of body weight. Overall, these associations were weaker than those obtained from 6-min walk distance x weight. Oxygen desaturation during the STS test was strongly associated with oxygen desaturation during CPET (r = 0.80, P <.001). Peak heart rate was lower during the STS test as compared with CPET (P <.001) and the 6MWT (P =.009). CONCLUSIONS: The STS test cannot be used as a replacement for, CPET to accurately assess peak exercise capacity in CF. The STS test may have utility in detecting patients with CF who may exhibit a high level of oxygen desaturation during heavy exercise. Further studies should identify the factors contributing to STS performance to confirm the potential interest of STS repetitions x body weight outcome as a useful submaximal exercise parameter in CF.		[Gruet, Mathieu; Mely, Laurent; Vallier, Jean-Marc] Univ Toulon & Var, Univ Nice Sophia Antipolis, Lab Motricite Humaine Educ Sport Sante, Toulon, France; [Peyre-Tartaruga, Leonardo Alexandre] Univ Fed Rio Grande do Sul, Exercise Res Lab, Porto Alegre, RS, Brazil; [Mely, Laurent] Hop Renee Sabran, CRCM, Giens, France; [Gruet, Mathieu] Univ Toulon & Var, LAMHESS EA 6312, BP 20132, F-83957 La Garde, France								22							Critical Care Medicine; Respiratory System	WOS:000389398900008		
J	Floriani, Elena; Lima, Ricardo; Ourrad, Ouerdia; Spinelli, Lionel								Flux through a Markov chain								CHAOS SOLITONS & FRACTALS				93				136	146		10.1016/j.chaos.2016.10.006			DEC 2016	2016	In this paper we study the flux through a finite Markov chain of a quantity, that we will call mass, which moves through the states of the chain according to the Markov transition probabilities. Mass is supplied by an external source and accumulates in the absorbing states of the chain. We believe that studying how this conserved quantity evolves through the transient (non-absorbing) states of the chain could be useful for the modelization of open systems whose dynamics has a Markov property. (C) 2016 Elsevier Ltd. All rights reserved.		[Floriani, Elena] Aix Marseille Univ, CNRS, CPT, UMR 7332, F-13288 Marseille, France; [Floriani, Elena] Univ Toulon & Var, CNRS, CPT, UMR 7332, F-83957 La Garde, France; [Lima, Ricardo] Dream & Sci Factory, Marseille, France; [Lima, Ricardo] Inst Complex Sci ICC, Lisbon, Portugal; [Ourrad, Ouerdia] Univ A Mira, Fac Sci Exactes, Phys Theor Lab, Campus Targa Ouzemmour, Bejaia, Algeria; [Spinelli, Lionel] Aix Marseille Univ, TAGC, F-13009 Marseille, France; [Spinelli, Lionel] INSERM, UMR S1090, F-13009 Marseille, France; [Floriani, Elena] Aix Marseille Univ, CNRS, CPT, UMR 7332, F-13288 Marseille, France; [Floriani, Elena] Univ Toulon & Var, CNRS, CPT, UMR 7332, F-83957 La Garde, France								1							Mathematics, Interdisciplinary Applications; Physics, Multidisciplinary; Physics, Mathematical	WOS:000388826400016		
J	Ben Zaied, Younes; Zouabi, Oussama								Impacts of climate change on Tunisian olive oil output								CLIMATIC CHANGE				139	3-4			535	549		10.1007/s10584-016-1801-3			DEC 2016	2016	This paper proposes to model the long-run impact of climate change on olive oil output in Tunisia - the third largest olive oil producing country in the world - using panel cointegration techniques. The long-run analysis reveals that rising temperatures and inappropriate working tools reduce olive output in semi-arid areas. Therefore, we propose an appropriate training for workers to develop their skills and a public policy subsidizing the innovation of used capital stock, at least in the southern regions. We propose to encourage the development of drought-tolerant olive trees - especially in the south of Tunisia, where global warming has caused a severe drought.		[Ben Zaied, Younes; Zouabi, Oussama] Univ Tunis El Manar, LAREQUAD, Tunis, Tunisia; [Ben Zaied, Younes; Zouabi, Oussama] Univ Tunis El Manar, FSEGT, Tunis, Tunisia; [Zouabi, Oussama] Univ Toulon & Var, LEAD, Toulon, France; [Ben Zaied, Younes] Univ Tunis El Manar, LAREQUAD, Tunis, Tunisia; [Ben Zaied, Younes] Univ Tunis El Manar, FSEGT, Tunis, Tunisia								13							Environmental Sciences; Meteorology & Atmospheric Sciences	WOS:000388962300014		
J	Kopia, A.; Kowalski, K.; Leroux, Ch.; Gavarri, J. R.								Influence of the substrate on the structure stability LaLuO3 thin films deposited by PLD method								VACUUM				134				120	129		10.1016/j.vacuum.2016.10.005			DEC 2016	2016	LaLuO3 amorphous thin films were elaborated by pulsed laser deposition technique on different support: Si (100), Si(100) with buffer layer CeO2, MgO(111) and Al2O3 (1101). For obtained the crystallizes phase the thin films were annealed in temperature 1100 degrees C in air during 2 h. TEM analysis clearly showed the reaction between Si support and LaLuO3 thin films and their polycrystalline structure. The spectroscopy investigations indicate the reaction between Si support and LaLuO3 thin films and formation of silicates. The CeO2 thin buffer layers on Si support limited the reaction between support and thin films. No reactions were observed between the surface Al2O3 and MgO and thin films. (C) 2016 Elsevier Ltd. All rights reserved.		[Kopia, A.; Kowalski, K.] AGH Univ Sci & Technol, Dept Mat Engn & Ind Comp Sci, Al Mickiewicza 30, PL-30059 Krakow, Poland; [Leroux, Ch.; Gavarri, J. R.] Univ Toulon & Var, IM2NP, Ave Univ BP20132, F-83059 La Garde, France; [Kopia, A.] AGH Univ Sci & Technol, Dept Mat Engn & Ind Comp Sci, Al Mickiewicza 30, PL-30059 Krakow, Poland								2							Materials Science, Multidisciplinary; Physics, Applied	WOS:000387835500019		
