doi,oa_type,is_oa,title,published_date,published_year,genre,journal_is_in_doaj,journal_issns,journal_name,publisher,repositories,scientific_field
10.1109/tgrs.2016.2601242,closed,False,Dynamical Properties of Sea Surface Microwave Backscatter at Low-Incidence: Correlation Time and Doppler Shift,2016-12-01,2016.0,journal-article,False,"0196-2892,1558-0644",IEEE Transactions on Geoscience and Remote Sensing,Institute of Electrical and Electronics Engineers (IEEE),,"Computer and 
 information sciences"
10.4000/communicationorganisation.5193,repository,True,Processus décisionnels au sein de groupes d’étudiants en contexte de projet pédagogique : le cas d’étudiants à l’UFR Ingémédia de l’Université de Toulon,2016-06-01,2016.0,journal-article,False,"1168-5549,1775-3546",Communication et organisation,OpenEdition,archive-ouverte.unige.ch;archivesic.ccsd.cnrs.fr;journals.openedition.org,Social sciences
10.1002/lno.10300,publisher,True,Diazotroph derived nitrogen supports diatom growth in the South West Pacific: A quantitative study using nanoSIMS,2016-07-01,2016.0,journal-article,False,0024-3590,Limnology and Oceanography,Wiley,,Biology (fond.)
10.1007/s11356-016-6414-x,closed,False,Microbial composition and ecological features of phototrophic biofilms proliferating in the Moidons Caves (France): investigation at the single-cell level,2016-03-10,2016.0,journal-article,False,"0944-1344,1614-7499",Environmental Science and Pollution Research,Springer Science and Business Media LLC,,Biology (fond.)
10.1080/03605302.2015.1095766,repository,True,Spectral analysis and the Aharonov-Bohm effect on certain almost-Riemannian manifolds,2015-10-21,2015.0,journal-article,False,"0360-5302,1532-4133",Communications in Partial Differential Equations,Informa UK Limited,arxiv.org,"Physical sciences, Astronomy"
10.1016/j.tsf.2015.12.041,closed,False,Numerical and experimental investigation of transparent and conductive TiOx/Ag/TiOx electrode,2016-10-01,2016.0,journal-article,False,0040-6090,Thin Solid Films,Elsevier BV,,"Physical sciences, Astronomy"
10.7872/crya/v37.iss2.2016.133,closed,False,"New Contribution to the Knowledge of the GenusCystoseiraC. Agardh in the Mediterranean Sea, with the Reinstatement of Species Rank forC. schiffneriHamel",2016-05-01,2016.0,journal-article,False,"0181-1568,1776-0984","Cryptogamie, Algologie","Museum National d'Histoire Naturelle, Paris, France",,Biology (fond.)
10.1016/j.bspc.2015.10.001,repository,True,Mathematical modelling of sleep fragmentation diagnosis,2016-02-01,2016.0,journal-article,False,1746-8094,Biomedical Signal Processing and Control,Elsevier BV,HAL,Medical research
10.1007/s10311-016-0581-3,closed,False,Molecular microbiology methods for environmental diagnosis,2016-09-17,2016.0,journal-article,False,"1610-3653,1610-3661",Environmental Chemistry Letters,Springer Science and Business Media LLC,,Medical research
10.1371/journal.pone.0158267,publisher;repository,True,Coactivation of Lower Limb Muscles during Gait in Patients with Multiple Sclerosis,2016-06-23,2016.0,journal-article,True,1932-6203,PLOS ONE,Public Library of Science (PLoS),europepmc.org;pdfs.semanticscholar.org;www.ncbi.nlm.nih.gov,Medical research
10.1021/acsnano.6b04648,repository,True,Converting Water Adsorption and Capillary Condensation in Usable Forces with Simple Porous Inorganic Thin Films,2016-11-03,2016.0,journal-article,False,"1936-0851,1936-086X",ACS Nano,American Chemical Society (ACS),HAL;arxiv.org,Chemistry
10.3166/ges.18.189-210,closed,False,Vers la coordination interne et externe de la PME « banale « localisée dans un contexte d’innovation et de développement durable,2016-06-30,2016.0,journal-article,False,1295-926X,"Géographie, économie, société",Lavoisier,,Social sciences
10.1016/j.actao.2015.10.013,repository,True,Plankton communities in the five Iles Eparses (Western Indian Ocean) considered to be pristine ecosystems,2016-04-01,2016.0,journal-article,False,1146-609X,Acta Oecologica,Elsevier BV,HAL,Biology (fond.)
10.3917/rimhe.020.0002,closed,False,Quand la résolution en entreprise de la difficile équation entre l’égalité et la diversité passe par la fraternité,2016-01-01,2016.0,journal-article,False,"2259-2490,2260-5584","RIMHE : Revue Interdisciplinaire Management, Homme & Entreprise",CAIRN,,Social sciences
10.1016/j.apsusc.2015.11.176,closed,False,Ultra-thin MgO(111)-polar sheets grown onto Ag(111),2016-01-01,2016.0,journal-article,False,0169-4332,Applied Surface Science,Elsevier BV,,"Physical sciences, Astronomy"
10.1016/j.dark.2016.02.001,repository,True,"Beyond <mml:math altimg=""si33.gif"" display=""inline"" overflow=""scroll"" xmlns:xocs=""http://www.elsevier.com/xml/xocs/dtd"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns=""http://www.elsevier.com/xml/ja/dtd"" xmlns:ja=""http://www.elsevier.com/xml/ja/dtd"" xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:tb=""http://www.elsevier.com/xml/common/table/dtd"" xmlns:sb=""http://www.elsevier.com/xml/common/struct-bib/dtd"" xmlns:ce=""http://www.elsevier.com/xml/common/dtd"" xmlns:xlink=""http://www.w3.org/1999/xlink"" xmlns:cals=""http://www.elsevier.com/xml/common/cals/dtd"" xmlns:sa=""http://www.elsevier.com/xml/common/struct-aff/dtd""><mml:mi>Λ</mml:mi><mml:mstyle mathvariant=""normal""><mml:mi>CDM</mml:mi></mml:mstyle></mml:math>: Problems, solutions, and the road ahead",2016-06-01,2016.0,journal-article,False,2212-6864,Physics of the Dark Universe,Elsevier BV,arxiv.org;diposit.ub.edu;iris.unito.it;kclpure.kcl.ac.uk;researchportal.port.ac.uk;spiral.imperial.ac.uk,"Physical sciences, Astronomy"
10.1063/1.4948411,repository,True,Conservative dissipation: How important is the Jacobi identity in the dynamics?,2016-05-01,2016.0,journal-article,False,"1054-1500,1089-7682",Chaos: An Interdisciplinary Journal of Nonlinear Science,AIP Publishing,HAL;arxiv.org,"Physical sciences, Astronomy"
10.1016/j.microrel.2016.07.096,closed,False,Impact of resistive paths on NVM array reliability: Application to Flash & ReRAM memories,2016-09-01,2016.0,journal-article,False,0026-2714,Microelectronics Reliability,Elsevier BV,,Engineering
10.1109/ted.2016.2605144,closed,False,Operation and Design of van der Waals Tunnel Transistors: A 3-D Quantum Transport Study,2016-11-01,2016.0,journal-article,False,"0018-9383,1557-9646",IEEE Transactions on Electron Devices,Institute of Electrical and Electronics Engineers (IEEE),,Engineering
10.1007/s00355-016-0957-0,closed,False,Single-dipped preferences with satiation: strong group strategy-proofness and unanimity,2016-03-31,2016.0,journal-article,False,"0176-1714,1432-217X",Social Choice and Welfare,Springer Science and Business Media LLC,,Mathematics
10.1038/srep36535,publisher;repository,True,Structure and biodiversity of coralligenous assemblages dominated by the precious red coral Corallium rubrum over broad spatial scales,2016-11-18,2016.0,journal-article,True,2045-2322,Scientific Reports,Springer Science and Business Media LLC,HAL;digital.csic.es;diposit.ub.edu;dugi-doc.udg.edu;europepmc.org;www.ncbi.nlm.nih.gov,"Earth, Ecology, 
Energy and applied biology"
10.1021/acsami.6b08589,closed,False,Local Structure and Surface Properties of CoxZn1–xO Thin Films for Ozone Gas Sensing,2016-09-26,2016.0,journal-article,False,"1944-8244,1944-8252",ACS Applied Materials & Interfaces,American Chemical Society (ACS),,Chemistry
10.1515/bot-2016-0053,repository,True,Fate of two invasive or potentially invasive alien seaweeds in a central Mediterranean transitional water system: failure and success,2016-01-01,2016.0,journal-article,False,"1437-4323,0006-8055",Botanica Marina,Walter de Gruyter GmbH,HAL,Biology (fond.)
10.1177/0146167216651407,repository,True,Reducing Stereotype Threat With Embodied Triggers,2016-06-08,2016.0,journal-article,False,"0146-1672,1552-7433",Personality and Social Psychology Bulletin,SAGE Publications,HAL,Social sciences
10.1063/1.4944720,repository,True,Hamiltonian reductions of the one-dimensional Vlasov equation using phase-space moments,2016-03-01,2016.0,journal-article,False,"0022-2488,1089-7658",Journal of Mathematical Physics,AIP Publishing,HAL;arxiv.org,"Physical sciences, Astronomy"
10.1249/mss.0000000000001051,closed,False,Cardiorespiratory Response to Different Exercise Tests in Interstitial Lung Disease,2016-12-01,2016.0,journal-article,False,0195-9131,Medicine & Science in Sports & Exercise,Ovid Technologies (Wolters Kluwer Health),,Medical research
10.1111/1758-2229.12371,closed,False,Novel species and expanded distribution of ellipsoidal multicellular magnetotactic prokaryotes,2016-01-26,2016.0,journal-article,False,1758-2229,Environmental Microbiology Reports,Wiley,,Medical research
10.21014/acta_imeko.v5i4.422,publisher,True,Enhancement of flash memory endurance using short pulsed program/erase signals,2016-12-30,2016.0,journal-article,False,2221-870X,ACTA IMEKO,IMEKO International Measurement Confederation,,Engineering
10.1016/j.jclepro.2015.08.002,repository,True,Eco-ideation and eco-selection of R&D projects portfolio in complex systems industries,2016-01-01,2016.0,journal-article,False,0959-6526,Journal of Cleaner Production,Elsevier BV,HAL,Biology (fond.)
10.1016/j.ecolind.2015.08.048,repository,True,Ecological indicators to capture the effects of fishing on biodiversity and conservation status of marine ecosystems,2016-01-01,2016.0,journal-article,False,1470-160X,Ecological Indicators,Elsevier BV,archimer.ifremer.fr;digital.csic.es;digitalcommons.unl.edu,Biology (fond.)
10.4000/rfsic.2051,publisher,True,Dispositifs numériques de formation et transformation socio-économique de l’école : de la fiction portée par l’éducation nationale à la science pratique des enseignants,2016-09-01,2016.0,journal-article,True,2263-0856,Revue française des sciences de l’information et de la communication,OpenEdition,,Social sciences
10.1007/s11837-016-1993-z,repository,True,Predictive Capabilities of Multiphysics and Multiscale Models in Modeling Solidification of Steel Ingots and DC Casting of Aluminum,2016-06-21,2016.0,journal-article,False,"1047-4838,1543-1851",JOM,Springer Science and Business Media LLC,HAL,Engineering
10.1215/20088752-3605258,repository,True,Some trace monotonicity properties and applications,2016-08-01,2016.0,journal-article,False,2008-8752,Annals of Functional Analysis,Springer Science and Business Media LLC,arxiv.org,Mathematics
10.4000/mots.22497,repository,True,Le discours présidentiel « saisi » par les séries télévisées. L’exemple du président des États-Unis,2016-10-15,2016.0,journal-article,False,"0243-6450,1960-6001",Mots,OpenEdition,journals.openedition.org,Social sciences
10.1016/j.jmarsys.2016.05.003,publisher;repository,True,Developing priority variables (“ecosystem Essential Ocean Variables” — eEOVs) for observing dynamics and change in Southern Ocean ecosystems,2016-09-01,2016.0,journal-article,False,0924-7963,Journal of Marine Systems,Elsevier BV,HAL;digitalcommons.odu.edu;epic.awi.de;nora.nerc.ac.uk,Biology (fond.)
10.1016/j.nuclphysb.2016.05.029,publisher;repository,True,On some properties of SU(3) fusion coefficients,2016-11-01,2016.0,journal-article,True,0550-3213,Nuclear Physics B,Elsevier BV,HAL;arxiv.org,"Physical sciences, Astronomy"
10.1016/j.psfr.2016.05.001,repository,True,Développement et validation en langue française de l’Échelle de Mesure de l’Efficacité AutoRégulatrice des Affects en Sport (EARAS),2016-12-01,2016.0,journal-article,False,0033-2984,Psychologie Française,Elsevier BV,HAL,Medical research
10.1007/s00792-016-0818-x,closed,False,Oil removal and effects of spilled oil on active microbial communities in close to salt-saturation brines,2016-03-08,2016.0,journal-article,False,"1431-0651,1433-4909",Extremophiles,Springer Science and Business Media LLC,,"Earth, Ecology, 
Energy and applied biology"
10.1080/00036846.2015.1090554,repository,True,External debt and real exchange rates’ adjustment in the euro area: new evidence from a nonlinear NATREX model,2015-09-22,2015.0,journal-article,False,"0003-6846,1466-4283",Applied Economics,Informa UK Limited,HAL;economix.fr,Social sciences
10.1016/j.matdes.2016.06.068,closed,False,Evolution of the microstructure of a 15-5PH martensitic stainless steel during precipitation hardening heat treatment,2016-10-01,2016.0,journal-article,False,0264-1275,Materials & Design,Elsevier BV,,Engineering
10.1364/oe.24.0a1201,publisher,True,Optical modeling and optimizations of Cu_2ZnSnSe_4 solar cells using the modified transfer matrix method,2016-07-26,2016.0,journal-article,True,1094-4087,Optics Express,The Optical Society,,"Physical sciences, Astronomy"
10.1109/jphotov.2016.2576678,closed,False,Modeling the Back Contact of Cu2ZnSnSe4Solar Cells,2016-09-01,2016.0,journal-article,False,"2156-3381,2156-3403",IEEE Journal of Photovoltaics,Institute of Electrical and Electronics Engineers (IEEE),,Medical research
10.1016/j.fooweb.2015.12.002,repository,True,Feeding strategies of co-occurring suspension feeders in an oligotrophic environment,2016-03-01,2016.0,journal-article,False,2352-2496,Food Webs,Elsevier BV,archimer.ifremer.fr,Biology (fond.)
10.1002/ejic.201601001,closed,False,Oxidative DNA Cleavage Promoted by a Phenoxyl-Radical Copper(II) Complex,2016-11-23,2016.0,journal-article,False,1434-1948,European Journal of Inorganic Chemistry,Wiley,,Chemistry
10.1007/s10623-014-0009-7,repository,True,Extended security arguments for signature schemes,2014-09-23,2014.0,journal-article,False,"0925-1022,1573-7586","Designs, Codes and Cryptography",Springer Science and Business Media LLC,HAL,"Computer and 
 information sciences"
10.1002/adfm.201670006,publisher;repository,True,"Vapor Sensing: Nanoimprinted, Submicrometric, MOF-Based 2D Photonic Structures: Toward Easy Selective Vapors Sensing by a Smartphone Camera (Adv. Funct. Mater. 1/2016)",2016-01-01,2016.0,journal-article,False,1616-301X,Advanced Functional Materials,Wiley,HAL,Chemistry
10.1016/j.mseb.2015.11.003,repository,True,Temperature sensor realized by inkjet printing process on flexible substrate,2016-03-01,2016.0,journal-article,False,0921-5107,Materials Science and Engineering: B,Elsevier BV,HAL,"Physical sciences, Astronomy"
10.1103/physrevb.93.035303,repository,True,Time-dependent thermoelectric transport for nanoscale thermal machines,2016-01-11,2016.0,journal-article,False,"2469-9950,2469-9969",Physical Review B,American Physical Society (APS),arxiv.org,"Physical sciences, Astronomy"
10.1016/j.tcs.2015.09.018,publisher;repository,True,Autonomous mobile robots with lights,2016-01-01,2016.0,journal-article,False,0304-3975,Theoretical Computer Science,Elsevier BV,arpi.unipi.it,"Computer and 
 information sciences"
10.1021/acs.jpcc.6b06037,closed,False,Remarkable Strength Characteristics of Defect-Free SiGe/Si Heterostructures Obtained by Ge Condensation,2016-09-02,2016.0,journal-article,False,"1932-7447,1932-7455",The Journal of Physical Chemistry C,American Chemical Society (ACS),,"Physical sciences, Astronomy"
10.1103/physreve.94.013001,closed,False,Phase-field study of crystal growth in three-dimensional capillaries: Effects of crystalline anisotropy,2016-07-05,2016.0,journal-article,False,"2470-0045,2470-0053",Physical Review E,American Physical Society (APS),,"Physical sciences, Astronomy"
10.3722/cadaps.2013.xxx-yyy,closed,False,,,,,,,,,,Engineering
10.1090/tran/6481,repository,True,Escape rates and singular limiting distributions for intermittent maps with holes,2015-12-03,2015.0,journal-article,False,"0002-9947,1088-6850",Transactions of the American Mathematical Society,American Mathematical Society (AMS),HAL;arxiv.org,Mathematics
10.1016/j.ecolind.2015.12.032,closed,False,Ultra- and microplankton assemblages as indicators of trophic status in a Mediterranean lagoon,2016-05-01,2016.0,journal-article,False,1470-160X,Ecological Indicators,Elsevier BV,,Biology (fond.)
10.1051/0004-6361/201424448,publisher;repository,True,The VIMOS Public Extragalactic Redshift Survey (VIPERS),2016-10-01,2016.0,journal-article,False,"0004-6361,1432-0746",Astronomy & Astrophysics,EDP Sciences,arxiv.org;researchportal.port.ac.uk;ruj.uj.edu.pl;www.aanda.org,"Earth, Ecology, 
Energy and applied biology"
10.4236/jamp.2016.47125,publisher;repository,True,Electrical Instability in Pentacene Transistors with Mylar and PMMA/Mylar Gate Dielectrics Transferred by Lamination Process,2016-01-01,2016.0,journal-article,False,"2327-4352,2327-4379",Journal of Applied Mathematics and Physics,"Scientific Research Publishing, Inc.",pdfs.semanticscholar.org,Chemistry
10.1063/1.4940959,closed,False,Comparison of junctionless and inversion-mode p-type metal-oxide-semiconductor field-effect transistors in presence of hole-phonon interactions,2016-01-28,2016.0,journal-article,False,"0021-8979,1089-7550",Journal of Applied Physics,AIP Publishing,,"Physical sciences, Astronomy"
10.1103/physrevb.94.144413,closed,False,Magnetic anisotropy ofSm2Fe17single crystals,2016-10-12,2016.0,journal-article,False,"2469-9950,2469-9969",Physical Review B,American Physical Society (APS),,"Physical sciences, Astronomy"
10.1111/jeu.12328,repository,True,Community Structure of Tintinnid Ciliates of the Microzooplankton in the South West Pacific Ocean: Comparison of a High Primary Productivity with a Typical Oligotrophic Site,2016-06-17,2016.0,journal-article,False,1066-5234,Journal of Eukaryotic Microbiology,Wiley,HAL,Biology (fond.)
10.1103/physreve.93.052138,repository,True,Persistent homology analysis of phase transitions,2016-05-20,2016.0,journal-article,False,"2470-0045,2470-0053",Physical Review E,American Physical Society (APS),arxiv.org;iris.polito.it,"Physical sciences, Astronomy"
10.1002/2015jc011099,publisher,True,The A ntarctic S lope C urrent near 30°E,2016-02-01,2016.0,journal-article,False,"2169-9275,2169-9291",Journal of Geophysical Research: Oceans,American Geophysical Union (AGU),,"Earth, Ecology, 
Energy and applied biology"
10.3390/s16060807,publisher;repository,True,An Exact Formula for Calculating Inverse Radial Lens Distortions,2016-06-01,2016.0,journal-article,True,1424-8220,Sensors,MDPI AG,HAL;europepmc.org;pdfs.semanticscholar.org;www.ncbi.nlm.nih.gov,"Computer and 
 information sciences"
10.3389/fmars.2016.00185,publisher;repository,True,Impacts of Intraguild Predation on Arctic Copepod Communities,2016-09-23,2016.0,journal-article,True,2296-7745,Frontiers in Marine Science,Frontiers Media SA,HAL;corpus.ulaval.ca,Biology (fond.)
10.1016/j.chemgeo.2016.06.026,closed,False,Systematics of U–Th disequilibrium in calcrete profiles: Lessons from southwest India,2016-12-01,2016.0,journal-article,False,0009-2541,Chemical Geology,Elsevier BV,,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.actamat.2016.01.004,closed,False,Selection of the first Ni silicide phase by controlling the Pt incorporation in the intermixed layer,2016-03-01,2016.0,journal-article,False,1359-6454,Acta Materialia,Elsevier BV,,"Physical sciences, Astronomy"
10.1016/j.physleta.2016.03.016,repository,True,Helicity of spin-extended chiral particles,2016-04-01,2016.0,journal-article,False,0375-9601,Physics Letters A,Elsevier BV,arxiv.org,"Physical sciences, Astronomy"
10.1021/acs.est.5b06058,repository,True,Atmospheric Mercury Transfer to Peat Bogs Dominated by Gaseous Elemental Mercury Dry Deposition,2016-02-19,2016.0,journal-article,False,"0013-936X,1520-5851",Environmental Science & Technology,American Chemical Society (ACS),oatao.univ-toulouse.fr,"Earth, Ecology, 
Energy and applied biology"
10.3917/spub.160.0051,closed,False,Construction d’un dispositif de communication scientifiquement fondé visant à promouvoir la marche des femmes peu actives et l’activité physique des adultes,2016-01-01,2016.0,journal-article,False,"0995-3914,2104-3841",Santé Publique,CAIRN,,Medical research
10.4081/jlimnol.2016.1392,publisher;repository,True,The trophic role and impact of plankton ciliates in the microbial web structure of a tropical polymictic lake dominated by filamentous cyanobacteria,2016-03-22,2016.0,journal-article,True,"1723-8633,1129-5767",Journal of Limnology,PAGEPress Publications,pdfs.semanticscholar.org,Biology (fond.)
10.1016/j.sse.2016.08.002,closed,False,Modeling boron dose loss in sidewall spacer stacks of complementary metal oxide semiconductor transistors,2016-12-01,2016.0,journal-article,False,0038-1101,Solid-State Electronics,Elsevier BV,,Engineering
10.1099/ijsem.0.001412,publisher,True,"Balneicella halophila gen. nov., sp. nov., an anaerobic bacterium, isolated from a thermal spring and description of Balneicellaceae fam. nov.",2016-11-01,2016.0,journal-article,False,"1466-5026,1466-5034",International Journal of Systematic and Evolutionary Microbiology,Microbiology Society,,Biology (fond.)
10.1016/j.crci.2015.05.011,publisher;repository,True,Self-assembled inorganic nanopatterns (INPs) made by sol-gel dip-coating: Applications in nanotechnology and nanofabrication,2016-01-01,2016.0,journal-article,False,1631-0748,Comptes Rendus Chimie,Elsevier BV,HAL,Chemistry
10.1017/jfm.2016.453,repository,True,Kinematics of fluid particles on the sea surface: Hamiltonian theory,2016-07-21,2016.0,journal-article,False,"0022-1120,1469-7645",Journal of Fluid Mechanics,Cambridge University Press (CUP),HAL;arxiv.org,"Physical sciences, Astronomy"
10.1016/j.dam.2016.01.028,publisher;repository,True,Intersection graphs of L-shapes and segments in the plane,2016-06-01,2016.0,journal-article,False,0166-218X,Discrete Applied Mathematics,Elsevier BV,HAL;arxiv.org;dro.dur.ac.uk;page.math.tu-berlin.de,Mathematics
10.1016/j.ecoleng.2016.06.102,closed,False,Denitrification activity in mangrove sediments varies with associated vegetation,2016-10-01,2016.0,journal-article,False,0925-8574,Ecological Engineering,Elsevier BV,,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.ecss.2015.10.009,closed,False,"Coupling of bacterial nitrification with denitrification and anammox supports N removal in intertidal sediments (Arcachon Bay, France)",2016-09-01,2016.0,journal-article,False,0272-7714,"Estuarine, Coastal and Shelf Science",Elsevier BV,,Biology (fond.)
10.1016/j.physletb.2016.01.047,publisher;repository,True,Quantum electrodynamics in finite volume and nonrelativistic effective field theories,2016-04-01,2016.0,journal-article,True,0370-2693,Physics Letters B,Elsevier BV,HAL;arxiv.org;edit.elte.hu;www.pure.ed.ac.uk;www.research.ed.ac.uk,"Physical sciences, Astronomy"
10.1105/tpc.15.00928,publisher;repository,True,Diatom Phytochromes Reveal the Existence of Far-Red-Light-Based Sensing in the Ocean,2016-03-01,2016.0,journal-article,False,"1040-4651,1532-298X",The Plant Cell,Oxford University Press (OUP),www.ncbi.nlm.nih.gov,Biology (fond.)
10.1186/s12872-016-0325-0,publisher;repository,True,Protocol of the “As du Coeur” study: a randomized controlled trial on physical activity maintenance in cardiovascular patients,2016-08-22,2016.0,journal-article,True,1471-2261,BMC Cardiovascular Disorders,Springer Science and Business Media LLC,europepmc.org;www.ncbi.nlm.nih.gov,Medical research
10.1103/physreve.93.062317,repository,True,Riemannian-geometric entropy for measuring network complexity,2016-06-27,2016.0,journal-article,False,"2470-0045,2470-0053",Physical Review E,American Physical Society (APS),HAL;arxiv.org,"Physical sciences, Astronomy"
10.1097/md.0000000000002876,publisher;repository,True,Hyperoxia Improves Hemodynamic Status During Head-up Tilt Testing in Healthy Volunteers,2016-02-01,2016.0,journal-article,True,0025-7974,Medicine,Ovid Technologies (Wolters Kluwer Health),HAL;europepmc.org;www.ncbi.nlm.nih.gov,Medical research
10.5194/acp-2015-842,publisher;repository,True,"Atmospheric mercury speciation dynamics at the high-altitude Pic du Midi Observatory, southern France",2016-02-02,2016.0,posted-content,False,,,Copernicus GmbH,HAL,"Earth, Ecology, 
Energy and applied biology"
10.3166/rfg.2016.00092,closed,False,Vers une nouvelle forme de croissance économique,2016-11-01,2016.0,journal-article,False,"0338-4551,1777-5663",Revue Française de Gestion,Lavoisier,,Social sciences
10.1093/yiel/yvv061,repository,True,The Diffusion of the Strategic Plan for Biodiversity and Its Aichi Biodiversity Targets within the Biodiversity Cluster: An Illustration of Current Trends in the Global Governance of Biodiversity and Ecosystems,2014-01-01,2014.0,journal-article,False,"0965-1721,2045-0052",Yearbook of International Environmental Law,Oxford University Press (OUP),HAL,"Earth, Ecology, 
Energy and applied biology"
10.1002/adfm.201502929,repository,True,Ligand-Free Synthesis of Aluminum-Doped Zinc Oxide Nanocrystals and their Use as Optical Spacers in Color-Tuned Highly Efficient Organic Solar Cells,2015-11-30,2015.0,journal-article,False,1616-301X,Advanced Functional Materials,Wiley,repositori.uji.es,"Physical sciences, Astronomy"
10.1071/en15237,closed,False,Oxidation products of α- and β-amyrins: potential tracers of abiotic degradation of vascular-plant organic matter in aquatic environments,2016-01-01,2016.0,journal-article,False,1448-2517,Environmental Chemistry,CSIRO Publishing,,"Earth, Ecology, 
Energy and applied biology"
10.3390/jmse4030050,publisher;repository,True,Metal Ions and Hydroperoxide Content: Main Drivers of Coastal Lipid Autoxidation in Riverine Suspended Particulate Matter and Higher Plant Debris,2016-08-23,2016.0,journal-article,True,2077-1312,Journal of Marine Science and Engineering,MDPI AG,HAL;pdfs.semanticscholar.org,Biology (fond.)
10.1016/j.orggeochem.2015.10.010,closed,False,Oxidation products of betulin: New tracers of abiotic degradation of higher plant material in the environment,2016-01-01,2016.0,journal-article,False,0146-6380,Organic Geochemistry,Elsevier BV,,Biology (fond.)
10.1038/srep22960,publisher;repository,True,Preservation of ancestral Cretaceous microflora recovered from a hypersaline oil reservoir,2016-03-11,2016.0,journal-article,True,2045-2322,Scientific Reports,Springer Science and Business Media LLC,HAL;europepmc.org;www.ncbi.nlm.nih.gov,Biology (fond.)
10.1099/ijsem.0.000739,publisher,True,"Thermanaeromonas burensis sp. nov., a thermophilic anaerobe isolated from a subterranean clay environment",2016-01-01,2016.0,journal-article,False,"1466-5026,1466-5034",International Journal of Systematic and Evolutionary Microbiology,Microbiology Society,,Biology (fond.)
10.3233/fi-2016-1381,closed,False,Tiling the Space by Polycube Analogues of Fedorov’s Polyhedra,2016-09-13,2016.0,journal-article,False,"0169-2968,1875-8681",Fundamenta Informaticae,IOS Press,,"Computer and 
 information sciences"
10.1016/j.comgeo.2016.06.002,publisher;repository,True,Drawing graphs with vertices and edges in convex position,2016-10-01,2016.0,journal-article,False,0925-7721,Computational Geometry,Elsevier BV,HAL;arxiv.org,Mathematics
10.1080/15332969.2016.1184544,closed,False,The Impact of Services Brand Personality on Consumer–Brand Relationship Quality,2016-07-02,2016.0,journal-article,False,"1533-2969,1533-2977",Services Marketing Quarterly,Informa UK Limited,,Biology (fond.)
10.1016/j.mee.2015.12.008,closed,False,Phase formation in the Ni/n–InP contacts for heterogeneous III/V-silicon photonic integration,2016-04-01,2016.0,journal-article,False,0167-9317,Microelectronic Engineering,Elsevier BV,,Engineering
10.1016/j.solmat.2016.02.024,closed,False,Optical and electrical properties of In-doped Cu2ZnSnSe4,2016-07-01,2016.0,journal-article,False,0927-0248,Solar Energy Materials and Solar Cells,Elsevier BV,,"Physical sciences, Astronomy"
10.1016/j.jbiomech.2016.03.020,closed,False,"Changes in running mechanics over 100-m, 200-m and 400-m treadmill sprints",2016-06-01,2016.0,journal-article,False,0021-9290,Journal of Biomechanics,Elsevier BV,,Medical research
10.1016/j.nuclphysb.2016.06.015,publisher,True,Algebraic description of chiral anomalies and superspace geometry,2016-11-01,2016.0,journal-article,True,0550-3213,Nuclear Physics B,Elsevier BV,,"Physical sciences, Astronomy"
10.3917/comma.132.0013,closed,False,L’impact du co-développement sur l’ouverture individuelle aux changements : le cas Covéa,2016-01-01,2016.0,journal-article,False,"2269-7195,2271-734X",Communication & management,CAIRN,,Humanities
10.1093/plankt/fbw056,publisher,True,A study of microphytoplankton and cyanobacteria consortia in four oligotrophic regimes in the western part of the North Pacific subtropical gyre and in the warm pool,2016-08-23,2016.0,journal-article,False,"0142-7873,1464-3774",Journal of Plankton Research,Oxford University Press (OUP),,"Earth, Ecology, 
Energy and applied biology"
10.1186/s12976-016-0038-1,publisher;repository,True,Random walk of passive tracers among randomly moving obstacles,2016-04-14,2016.0,journal-article,True,1742-4682,Theoretical Biology and Medical Modelling,Springer Science and Business Media LLC,arxiv.org;europepmc.org;www.ncbi.nlm.nih.gov;zenodo.org,Medical research
10.1016/j.cad.2016.02.002,repository,True,Variational geometric modeling with black box constraints and DAGs,2016-06-01,2016.0,journal-article,False,0010-4485,Computer-Aided Design,Elsevier BV,sam.ensam.eu,"Computer and 
 information sciences"
10.1016/j.jecp.2016.07.016,closed,False,A developmental investigation of the first-letter advantage,2016-12-01,2016.0,journal-article,False,0022-0965,Journal of Experimental Child Psychology,Elsevier BV,,Medical research
10.1186/s12955-016-0562-z,publisher;repository,True,Exercise stereotypes and health-related outcomes in French people living with HIV: development and validation of an HIV Exercise Stereotypes Scale (HIVESS),2016-11-14,2016.0,journal-article,True,1477-7525,Health and Quality of Life Outcomes,Springer Science and Business Media LLC,europepmc.org;www.ncbi.nlm.nih.gov,Medical research
10.1007/s00024-015-1193-8,closed,False,Tsunami Detection by High-Frequency Radar Beyond the Continental Shelf,2015-10-28,2015.0,journal-article,False,"0033-4553,1420-9136",Pure and Applied Geophysics,Springer Science and Business Media LLC,,"Earth, Ecology, 
Energy and applied biology"
10.3917/risa.821.0223,closed,False,Construction et validation d’un modèle hybride de mesure de la qualité perçue des services publics (QSP),2016-01-01,2016.0,journal-article,False,0303-965X,Revue Internationale des Sciences Administratives,CAIRN,,Social sciences
